invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I103707,C170076,Female,41,Technology,4,5767.86,Debit Card,27/01/2022,Istinye Park
I103708,C182123,Female,29,Cosmetics,2,296.28,Credit Card,19/05/2022,Cevahir AVM
I103709,C198323,Male,47,Food & Beverage,3,95.43,Cash,21/02/2021,Cevahir AVM
I103710,C138760,Female,68,Food & Beverage,3,121.12,Debit Card,14/12/2021,Watergarden Istanbul
I103711,C128848,Male,55,Cosmetics,4,160.57,Cash,31/05/2022,Kanyon
I103712,C159326,Male,33,Cosmetics,1,255.8,Cash,02/06/2021,Istinye Park
I103713,C186879,Male,45,Cosmetics,1,788.09,Credit Card,19/05/2022,Metrocity
I103714,C127487,Male,31,Books,5,136.06,Cash,10/11/2022,Metrocity
I103715,C132790,Male,57,Cosmetics,5,100.15,Credit Card,23/07/2022,Kanyon
I103716,C101087,Male,63,Food & Beverage,5,67.16,Credit Card,24/01/2021,Istinye Park
I103717,C162025,Male,56,Books,4,102.12,Credit Card,04/11/2021,Emaar Square Mall
I103718,C156832,Female,20,Shoes,2,518.0,Cash,19/10/2022,Cevahir AVM
I103719,C147788,Female,64,Technology,3,2527.24,Cash,08/01/2023,Mall of Istanbul
I103720,C161019,Female,19,Technology,5,918.64,Credit Card,16/12/2022,Kanyon
I103721,C194004,Male,24,Books,3,61.13,Debit Card,11/07/2021,Forum Istanbul
I103722,C142866,Female,28,Books,2,206.96,Debit Card,20/04/2021,Zorlu Center
I103723,C155219,Male,66,Technology,3,5029.8,Cash,08/07/2022,Cevahir AVM
I103724,C167308,Female,58,Technology,1,1265.53,Credit Card,25/02/2023,Forum Istanbul
I103725,C157517,Female,59,Cosmetics,4,711.43,Credit Card,01/02/2022,Zorlu Center
I103726,C145469,Male,62,Technology,2,507.01,Debit Card,30/10/2022,Mall of Istanbul
I103727,C146050,Male,38,Clothing,2,382.18,Debit Card,06/07/2021,Metropol AVM
I103728,C175152,Male,54,Food & Beverage,4,111.86,Debit Card,13/01/2022,Forum Istanbul
I103729,C159931,Female,22,Technology,5,2886.97,Cash,05/04/2021,Emaar Square Mall
I103730,C171501,Female,57,Cosmetics,3,588.01,Debit Card,18/06/2022,Forum Istanbul
I103731,C165146,Female,53,Technology,4,1599.59,Credit Card,25/04/2021,Watergarden Istanbul
I103732,C125380,Male,29,Cosmetics,1,580.56,Debit Card,16/08/2022,Metrocity
I103733,C185722,Male,23,Cosmetics,5,648.74,Credit Card,06/12/2021,Forum Istanbul
I103734,C121505,Female,21,Books,5,114.26,Cash,07/03/2023,Cevahir AVM
I103735,C113938,Male,20,Cosmetics,4,580.42,Debit Card,11/07/2021,Kanyon
I103736,C106336,Male,56,Cosmetics,3,123.14,Debit Card,26/04/2021,Mall of Istanbul
I103737,C165984,Female,19,Books,1,154.34,Debit Card,25/02/2023,Metropol AVM
I103738,C106894,Male,65,Toys,2,480.59,Credit Card,28/05/2021,Kanyon
I103739,C196832,Female,55,Shoes,1,1757.64,Debit Card,02/03/2023,Emaar Square Mall
I103740,C170308,Male,32,Clothing,5,299.54,Cash,17/06/2021,Zorlu Center
I103741,C156896,Female,45,Toys,1,259.02,Cash,20/02/2023,Metropol AVM
I103742,C108595,Male,62,Cosmetics,2,100.22,Credit Card,11/04/2022,Kanyon
I103743,C172200,Female,21,Food & Beverage,2,163.65,Credit Card,09/11/2022,Kanyon
I103744,C157096,Male,54,Shoes,5,934.69,Debit Card,06/07/2021,Mall of Istanbul
I103745,C113369,Female,40,Food & Beverage,4,21.98,Credit Card,26/01/2022,Zorlu Center
I103746,C155847,Male,18,Shoes,3,3448.92,Debit Card,18/05/2021,Emaar Square Mall
I103747,C158239,Female,30,Technology,1,3036.89,Cash,05/09/2022,Watergarden Istanbul
I103748,C194486,Male,33,Shoes,1,3339.79,Credit Card,11/11/2021,Metropol AVM
I103749,C199213,Female,24,Clothing,5,643.8,Debit Card,23/06/2021,Watergarden Istanbul
I103750,C122519,Male,56,Souvenir,2,88.1,Debit Card,30/07/2022,Emaar Square Mall
I103751,C131790,Male,63,Cosmetics,5,193.44,Debit Card,01/12/2021,Forum Istanbul
I103752,C194034,Male,61,Books,2,109.96,Credit Card,24/04/2021,Istinye Park
I103753,C122001,Male,43,Toys,1,152.83,Credit Card,22/02/2023,Cevahir AVM
I103754,C137886,Female,61,Books,4,230.97,Debit Card,10/06/2022,Metropol AVM
I103755,C121246,Male,28,Clothing,3,425.69,Debit Card,03/02/2022,Kanyon
I103756,C130532,Male,51,Toys,1,318.26,Debit Card,02/12/2022,Istinye Park
I103757,C114371,Female,23,Clothing,4,767.79,Cash,22/03/2021,Emaar Square Mall
I103758,C182492,Male,44,Clothing,2,420.86,Debit Card,20/08/2022,Cevahir AVM
I103759,C115385,Female,21,Cosmetics,4,642.32,Cash,24/06/2022,Zorlu Center
I103760,C143272,Female,30,Technology,2,4377.67,Credit Card,20/11/2021,Mall of Istanbul
I103761,C111905,Male,64,Cosmetics,4,479.11,Cash,21/03/2021,Cevahir AVM
I103762,C167909,Female,47,Food & Beverage,2,42.33,Debit Card,02/07/2022,Mall of Istanbul
I103763,C122812,Male,41,Shoes,3,1190.15,Credit Card,05/05/2022,Kanyon
I103764,C146897,Female,66,Technology,3,6255.12,Cash,01/05/2021,Istinye Park
I103765,C172205,Male,40,Souvenir,3,164.64,Cash,08/08/2022,Emaar Square Mall
I103766,C191347,Female,44,Toys,2,497.74,Credit Card,07/11/2022,Kanyon
I103767,C159696,Female,39,Souvenir,3,255.57,Cash,28/07/2022,Watergarden Istanbul
I103768,C111899,Female,25,Toys,1,481.87,Debit Card,29/01/2021,Forum Istanbul
I103769,C143385,Male,60,Souvenir,1,182.26,Credit Card,13/09/2021,Forum Istanbul
I103770,C140021,Female,44,Technology,3,2563.2,Cash,22/09/2021,Metropol AVM
I103771,C109490,Female,68,Shoes,3,371.96,Cash,04/04/2022,Istinye Park
I103772,C178669,Male,58,Souvenir,5,46.43,Debit Card,24/12/2021,Cevahir AVM
I103773,C155108,Male,22,Technology,4,5769.61,Cash,23/09/2021,Forum Istanbul
I103774,C142734,Female,50,Cosmetics,2,468.6,Debit Card,20/08/2021,Istinye Park
I103775,C173167,Male,42,Food & Beverage,4,110.88,Credit Card,22/03/2021,Forum Istanbul
I103776,C186497,Male,49,Shoes,1,1724.59,Cash,24/08/2021,Istinye Park
I103777,C114828,Male,69,Toys,2,60.61,Credit Card,21/09/2021,Emaar Square Mall
I103778,C103632,Male,60,Shoes,3,1280.97,Cash,17/12/2021,Metrocity
I103779,C143226,Female,39,Souvenir,2,202.29,Debit Card,14/01/2021,Mall of Istanbul
I103780,C123731,Female,58,Souvenir,1,45.61,Credit Card,20/09/2021,Istinye Park
I103781,C135706,Female,31,Toys,3,157.13,Debit Card,05/12/2021,Emaar Square Mall
I103782,C140143,Male,19,Clothing,2,639.03,Debit Card,18/01/2023,Metrocity
I103783,C102660,Female,57,Souvenir,2,271.5,Cash,15/06/2022,Mall of Istanbul
I103784,C184906,Male,69,Toys,2,486.06,Cash,26/01/2023,Watergarden Istanbul
I103785,C130041,Female,30,Shoes,3,2948.88,Credit Card,09/01/2023,Zorlu Center
I103786,C139959,Male,54,Cosmetics,1,377.39,Debit Card,28/01/2021,Zorlu Center
I103787,C180642,Female,45,Food & Beverage,5,48.15,Credit Card,26/08/2021,Zorlu Center
I103788,C194123,Male,22,Books,3,141.65,Cash,26/03/2021,Cevahir AVM
I103789,C190465,Male,69,Food & Beverage,1,144.13,Credit Card,28/10/2021,Kanyon
I103790,C135991,Female,25,Toys,4,575.67,Cash,06/04/2022,Istinye Park
I103791,C110696,Male,45,Clothing,1,215.86,Credit Card,23/08/2022,Metrocity
I103792,C130918,Male,66,Clothing,1,785.33,Credit Card,11/08/2021,Forum Istanbul
I103793,C101657,Male,25,Food & Beverage,2,175.38,Credit Card,19/01/2022,Mall of Istanbul
I103794,C133885,Female,59,Clothing,4,604.14,Credit Card,19/08/2021,Mall of Istanbul
I103795,C101002,Female,56,Clothing,4,740.44,Debit Card,15/09/2021,Forum Istanbul
I103796,C106653,Female,30,Clothing,4,610.68,Debit Card,07/08/2022,Forum Istanbul
I103797,C106595,Male,41,Books,2,196.11,Cash,23/05/2021,Zorlu Center
I103798,C144289,Male,58,Technology,5,1668.44,Cash,17/02/2021,Kanyon
I103799,C172334,Male,44,Shoes,1,1607.04,Credit Card,14/12/2022,Metrocity
I103800,C100785,Male,49,Technology,5,6330.67,Cash,30/11/2022,Emaar Square Mall
I103801,C136741,Female,45,Shoes,4,2962.2,Debit Card,12/02/2021,Forum Istanbul
I103802,C123139,Female,24,Technology,3,2202.84,Debit Card,07/06/2021,Metropol AVM
I103803,C181552,Male,27,Toys,3,274.85,Cash,14/07/2022,Watergarden Istanbul
I103804,C173446,Female,68,Technology,4,5212.24,Credit Card,05/05/2021,Zorlu Center
I103805,C109391,Male,47,Souvenir,1,16.39,Debit Card,11/04/2022,Zorlu Center
I103806,C115434,Female,20,Food & Beverage,1,111.09,Cash,24/08/2021,Istinye Park
I103807,C137926,Female,51,Toys,3,444.02,Debit Card,28/12/2021,Metropol AVM
I103808,C160986,Male,39,Souvenir,5,237.5,Cash,25/03/2022,Istinye Park
I103809,C162186,Male,36,Food & Beverage,3,22.41,Debit Card,18/12/2021,Emaar Square Mall
I103810,C164422,Female,57,Shoes,3,2439.58,Cash,10/01/2023,Cevahir AVM
I103811,C168425,Female,48,Shoes,3,2827.13,Cash,24/04/2021,Emaar Square Mall
I103812,C189408,Male,49,Cosmetics,3,361.92,Cash,12/06/2022,Cevahir AVM
I103813,C133354,Male,60,Toys,3,443.8,Debit Card,01/06/2022,Mall of Istanbul
I103814,C199923,Female,55,Toys,2,470.25,Cash,06/01/2022,Metrocity
I103815,C147170,Male,38,Food & Beverage,1,127.32,Cash,24/07/2021,Istinye Park
I103816,C109377,Female,36,Technology,2,4978.85,Credit Card,25/05/2022,Cevahir AVM
I103817,C102346,Female,45,Technology,4,4765.96,Cash,10/06/2021,Emaar Square Mall
I103818,C153387,Female,51,Technology,2,5960.31,Cash,18/04/2021,Metrocity
I103819,C117951,Female,33,Shoes,5,3410.35,Credit Card,29/04/2021,Zorlu Center
I103820,C191665,Male,49,Food & Beverage,2,163.53,Cash,22/12/2022,Cevahir AVM
I103821,C164804,Female,18,Shoes,5,3373.91,Cash,30/05/2022,Emaar Square Mall
I103822,C111048,Female,47,Books,4,97.97,Credit Card,03/03/2023,Metrocity
I103823,C132620,Male,30,Toys,5,200.77,Cash,07/04/2021,Zorlu Center
I103824,C110865,Male,23,Clothing,1,1236.98,Credit Card,22/07/2021,Emaar Square Mall
I103825,C173728,Male,22,Technology,5,5261.67,Debit Card,19/11/2021,Emaar Square Mall
I103826,C122473,Female,20,Souvenir,4,155.69,Credit Card,12/08/2021,Emaar Square Mall
I103827,C174511,Female,55,Technology,4,6991.85,Credit Card,26/09/2022,Forum Istanbul
I103828,C126951,Female,43,Clothing,5,151.02,Cash,29/06/2022,Emaar Square Mall
I103829,C123990,Female,31,Clothing,3,1415.11,Credit Card,14/08/2021,Mall of Istanbul
I103830,C136795,Female,60,Shoes,3,2297.47,Credit Card,03/10/2022,Cevahir AVM
I103831,C169197,Female,62,Technology,4,1221.85,Cash,27/12/2021,Metrocity
I103832,C138269,Female,29,Shoes,5,257.07,Debit Card,18/06/2022,Mall of Istanbul
I103833,C191796,Male,40,Food & Beverage,2,165.1,Debit Card,01/09/2021,Istinye Park
I103834,C190246,Male,21,Technology,4,3216.64,Debit Card,12/09/2021,Zorlu Center
I103835,C176123,Male,35,Food & Beverage,1,108.8,Debit Card,21/03/2021,Kanyon
I103836,C128757,Male,23,Cosmetics,1,308.45,Credit Card,05/07/2022,Emaar Square Mall
I103837,C116776,Male,30,Books,2,199.81,Debit Card,07/01/2023,Zorlu Center
I103838,C142453,Male,69,Cosmetics,1,296.65,Credit Card,10/02/2021,Metropol AVM
I103839,C140482,Female,41,Food & Beverage,1,151.22,Credit Card,01/01/2022,Watergarden Istanbul
I103840,C163519,Male,64,Clothing,3,1470.05,Credit Card,12/09/2021,Metrocity
I103841,C192990,Male,28,Cosmetics,3,342.41,Cash,12/06/2021,Mall of Istanbul
I103842,C180336,Male,36,Souvenir,1,188.77,Debit Card,03/07/2022,Emaar Square Mall
I103843,C112180,Female,29,Toys,5,390.3,Debit Card,07/12/2021,Kanyon
I103844,C118077,Female,46,Shoes,1,1181.64,Debit Card,12/08/2021,Metrocity
I103845,C158344,Male,62,Food & Beverage,1,93.66,Cash,29/12/2021,Istinye Park
I103846,C131425,Male,65,Clothing,5,1239.44,Cash,20/02/2021,Zorlu Center
I103847,C183820,Male,45,Food & Beverage,2,26.3,Debit Card,07/05/2022,Metrocity
I103848,C109795,Female,68,Souvenir,3,132.13,Debit Card,06/07/2021,Cevahir AVM
I103849,C175544,Male,39,Toys,1,91.66,Credit Card,18/01/2021,Emaar Square Mall
I103850,C136987,Female,21,Shoes,1,286.66,Cash,05/03/2021,Cevahir AVM
I103851,C185420,Female,65,Food & Beverage,1,194.5,Debit Card,16/10/2021,Kanyon
I103852,C134892,Male,18,Cosmetics,5,579.26,Credit Card,10/09/2022,Forum Istanbul
I103853,C131427,Female,56,Cosmetics,3,338.18,Credit Card,30/10/2021,Kanyon
I103854,C191195,Female,29,Cosmetics,5,532.08,Debit Card,14/01/2021,Mall of Istanbul
I103855,C158290,Female,26,Souvenir,3,168.29,Debit Card,13/12/2022,Istinye Park
I103856,C166199,Male,63,Souvenir,5,90.91,Credit Card,25/05/2022,Watergarden Istanbul
I103857,C111056,Male,21,Technology,3,5848.76,Debit Card,15/01/2021,Metropol AVM
I103858,C174538,Male,55,Clothing,4,1048.32,Credit Card,24/10/2021,Istinye Park
I103859,C116197,Female,67,Souvenir,4,296.99,Debit Card,23/02/2023,Metrocity
I103860,C128092,Male,18,Toys,4,395.42,Debit Card,15/04/2022,Watergarden Istanbul
I103861,C121651,Male,29,Souvenir,2,165.78,Debit Card,18/03/2022,Emaar Square Mall
I103862,C171809,Male,54,Technology,3,1707.11,Debit Card,14/06/2021,Metropol AVM
I103863,C140975,Male,39,Cosmetics,1,483.43,Debit Card,22/09/2021,Metropol AVM
I103864,C141834,Male,41,Clothing,1,1322.83,Credit Card,12/03/2022,Metropol AVM
I103865,C112082,Female,32,Shoes,5,838.85,Credit Card,27/03/2022,Cevahir AVM
I103866,C184574,Female,69,Shoes,5,3003.2,Cash,29/01/2021,Forum Istanbul
I103867,C190329,Male,42,Food & Beverage,4,77.67,Cash,09/01/2021,Zorlu Center
I103868,C126166,Female,47,Technology,5,2600.56,Debit Card,01/05/2022,Istinye Park
I103869,C175553,Female,27,Books,5,46.65,Cash,13/01/2022,Cevahir AVM
I103870,C107920,Male,31,Technology,2,3175.66,Credit Card,23/12/2022,Istinye Park
I103871,C105903,Female,51,Books,4,147.04,Credit Card,31/01/2022,Mall of Istanbul
I103872,C165212,Female,68,Books,2,148.65,Debit Card,27/12/2022,Metrocity
I103873,C195668,Female,28,Souvenir,4,190.57,Cash,10/02/2023,Zorlu Center
I103874,C173728,Female,69,Technology,1,6071.14,Credit Card,18/06/2021,Forum Istanbul
I103875,C118312,Male,19,Souvenir,2,21.65,Debit Card,15/02/2021,Metropol AVM
I103876,C190513,Male,55,Cosmetics,5,705.98,Cash,16/12/2022,Mall of Istanbul
I103877,C125919,Female,48,Cosmetics,4,579.83,Cash,18/02/2023,Metropol AVM
I103878,C111718,Male,32,Technology,5,2463.16,Cash,08/12/2022,Istinye Park
I103879,C112993,Female,44,Shoes,2,2946.16,Credit Card,06/05/2021,Emaar Square Mall
I103880,C194357,Male,28,Food & Beverage,3,81.76,Credit Card,29/10/2021,Emaar Square Mall
I103881,C169145,Male,54,Food & Beverage,5,173.38,Debit Card,17/04/2021,Zorlu Center
I103882,C181542,Female,48,Toys,3,401.61,Credit Card,15/04/2022,Forum Istanbul
I103883,C193726,Female,62,Souvenir,2,171.9,Debit Card,01/08/2022,Cevahir AVM
I103884,C129489,Male,49,Souvenir,3,220.03,Debit Card,25/02/2023,Metropol AVM
I103885,C123415,Male,33,Clothing,3,1047.07,Cash,31/08/2022,Cevahir AVM
I103886,C196038,Male,59,Technology,3,4299.71,Cash,26/07/2021,Metrocity
I103887,C149568,Female,25,Shoes,2,337.45,Cash,18/04/2022,Metrocity
I103888,C103435,Female,56,Toys,3,363.88,Credit Card,03/09/2022,Watergarden Istanbul
I103889,C182043,Male,63,Cosmetics,3,417.83,Debit Card,21/11/2021,Metropol AVM
I103890,C185448,Male,49,Toys,4,438.16,Debit Card,08/02/2021,Cevahir AVM
I103891,C198163,Female,45,Food & Beverage,1,163.71,Debit Card,07/03/2021,Zorlu Center
I103892,C137069,Female,47,Souvenir,4,240.12,Debit Card,29/05/2021,Metropol AVM
I103893,C110740,Female,32,Toys,1,594.63,Cash,26/07/2021,Kanyon
I103894,C144672,Male,44,Food & Beverage,2,50.64,Credit Card,09/11/2022,Kanyon
I103895,C117736,Male,59,Cosmetics,4,209.07,Cash,14/06/2022,Mall of Istanbul
I103896,C167254,Male,46,Technology,4,5824.51,Cash,28/06/2022,Forum Istanbul
I103897,C195353,Male,26,Clothing,3,743.24,Debit Card,22/05/2022,Zorlu Center
I103898,C155489,Male,26,Souvenir,3,293.33,Debit Card,27/01/2023,Metropol AVM
I103899,C149637,Female,25,Toys,2,501.21,Credit Card,28/10/2021,Watergarden Istanbul
I103900,C169405,Male,18,Clothing,5,406.13,Cash,06/04/2022,Emaar Square Mall
I103901,C124071,Male,62,Cosmetics,2,412.14,Debit Card,20/04/2022,Emaar Square Mall
I103902,C132790,Female,41,Clothing,3,402.77,Cash,17/05/2021,Forum Istanbul
I103903,C195444,Male,26,Cosmetics,1,434.07,Debit Card,18/02/2023,Cevahir AVM
I103904,C135755,Female,43,Clothing,3,1471.56,Cash,27/12/2021,Kanyon
I103905,C117552,Female,47,Clothing,3,219.05,Debit Card,28/01/2021,Kanyon
I103906,C129375,Male,60,Food & Beverage,5,153.78,Cash,23/07/2022,Mall of Istanbul
I103907,C175340,Female,55,Technology,2,1874.15,Debit Card,17/07/2022,Watergarden Istanbul
I103908,C198677,Male,23,Souvenir,1,121.05,Credit Card,27/09/2021,Metrocity
I103909,C121219,Male,30,Technology,4,2202.32,Debit Card,06/09/2022,Forum Istanbul
I103910,C128963,Female,51,Souvenir,2,52.46,Cash,09/04/2022,Emaar Square Mall
I103911,C145793,Male,27,Toys,5,339.17,Cash,26/05/2022,Forum Istanbul
I103912,C198980,Male,58,Cosmetics,1,710.05,Debit Card,12/05/2021,Metrocity
I103913,C180650,Female,58,Souvenir,3,198.32,Credit Card,09/08/2021,Cevahir AVM
I103914,C193222,Female,27,Shoes,5,2949.45,Debit Card,12/01/2022,Metrocity
I103915,C143715,Female,30,Clothing,4,716.95,Credit Card,30/12/2022,Mall of Istanbul
I103916,C158881,Male,59,Souvenir,1,150.56,Cash,14/07/2021,Istinye Park
I103917,C164143,Male,29,Shoes,4,415.41,Credit Card,05/01/2023,Metrocity
I103918,C109664,Male,60,Books,1,123.86,Debit Card,16/01/2022,Mall of Istanbul
I103919,C101750,Female,30,Toys,5,587.44,Cash,12/01/2023,Cevahir AVM
I103920,C119186,Female,24,Shoes,5,291.67,Debit Card,12/03/2022,Cevahir AVM
I103921,C139813,Male,33,Books,1,93.65,Debit Card,10/12/2021,Zorlu Center
I103922,C142103,Female,26,Books,2,54.42,Debit Card,20/09/2021,Kanyon
I103923,C156778,Male,51,Toys,2,571.45,Credit Card,07/12/2022,Cevahir AVM
I103924,C108901,Male,26,Technology,5,6266.27,Cash,14/11/2022,Cevahir AVM
I103925,C180550,Male,49,Clothing,3,1238.51,Debit Card,12/06/2022,Mall of Istanbul
I103926,C128764,Female,32,Souvenir,3,293.63,Debit Card,03/02/2021,Istinye Park
I103927,C107177,Male,27,Cosmetics,5,668.9,Debit Card,27/03/2021,Istinye Park
I103928,C120582,Female,48,Toys,5,282.45,Debit Card,06/06/2022,Mall of Istanbul
I103929,C170306,Female,26,Food & Beverage,1,16.84,Credit Card,25/06/2021,Emaar Square Mall
I103930,C129224,Female,41,Shoes,1,334.31,Credit Card,01/07/2022,Mall of Istanbul
I103931,C199078,Female,56,Souvenir,5,276.89,Cash,18/06/2021,Cevahir AVM
I103932,C123992,Male,58,Food & Beverage,5,173.39,Cash,28/07/2021,Metropol AVM
I103933,C174086,Female,18,Toys,1,554.63,Debit Card,14/10/2021,Metropol AVM
I103934,C165641,Male,27,Food & Beverage,1,80.38,Debit Card,09/09/2022,Emaar Square Mall
I103935,C167398,Male,52,Technology,3,5685.15,Credit Card,03/10/2021,Zorlu Center
I103936,C112059,Male,48,Food & Beverage,5,136.22,Credit Card,19/09/2022,Cevahir AVM
I103937,C115911,Male,48,Toys,3,163.13,Debit Card,01/12/2021,Kanyon
I103938,C194536,Female,44,Clothing,3,999.82,Credit Card,02/06/2021,Cevahir AVM
I103939,C152718,Female,55,Technology,5,6961.32,Cash,08/09/2022,Mall of Istanbul
I103940,C119827,Female,52,Shoes,5,201.12,Debit Card,12/04/2021,Zorlu Center
I103941,C112757,Male,22,Toys,5,88.75,Credit Card,18/08/2021,Mall of Istanbul
I103942,C132501,Male,18,Food & Beverage,1,49.56,Credit Card,23/01/2021,Kanyon
I103943,C154711,Male,66,Food & Beverage,3,172.93,Credit Card,23/07/2022,Metrocity
I103944,C129382,Male,36,Toys,5,540.83,Debit Card,03/01/2021,Mall of Istanbul
I103945,C168909,Female,41,Cosmetics,1,163.18,Credit Card,16/02/2022,Zorlu Center
I103946,C121572,Female,58,Cosmetics,5,237.2,Cash,16/11/2022,Cevahir AVM
I103947,C154604,Male,49,Technology,3,5761.35,Cash,14/06/2021,Metropol AVM
I103948,C198474,Female,53,Souvenir,2,58.55,Debit Card,04/05/2022,Zorlu Center
I103949,C169009,Male,68,Souvenir,4,257.82,Cash,19/10/2021,Watergarden Istanbul
I103950,C142140,Male,55,Cosmetics,3,415.34,Credit Card,08/10/2021,Kanyon
I103951,C106275,Female,34,Clothing,3,191.28,Credit Card,07/02/2022,Emaar Square Mall
I103952,C194378,Female,21,Souvenir,2,192.92,Cash,29/05/2021,Emaar Square Mall
I103953,C194331,Female,53,Food & Beverage,5,137.76,Credit Card,15/08/2021,Cevahir AVM
I103954,C125268,Male,59,Clothing,2,72.33,Credit Card,27/10/2022,Kanyon
I103955,C138915,Male,66,Toys,1,154.59,Cash,09/08/2022,Emaar Square Mall
I103956,C119205,Male,36,Cosmetics,1,768.24,Credit Card,24/12/2021,Kanyon
I103957,C123217,Male,19,Toys,4,462.58,Credit Card,04/08/2021,Kanyon
I103958,C129702,Male,39,Souvenir,1,41.48,Cash,12/10/2021,Istinye Park
I103959,C179607,Male,36,Souvenir,4,138.35,Debit Card,29/07/2022,Forum Istanbul
I103960,C128100,Male,43,Food & Beverage,2,91.8,Debit Card,23/10/2022,Istinye Park
I103961,C117254,Male,25,Cosmetics,5,353.62,Cash,18/11/2021,Mall of Istanbul
I103962,C165121,Male,22,Books,3,177.41,Credit Card,09/04/2022,Istinye Park
I103963,C145000,Female,42,Shoes,4,2894.08,Credit Card,05/12/2021,Kanyon
I103964,C119601,Female,42,Clothing,5,496.39,Debit Card,19/12/2022,Istinye Park
I103965,C120361,Female,57,Toys,2,132.14,Credit Card,22/01/2022,Cevahir AVM
I103966,C105313,Female,55,Toys,1,576.32,Cash,14/01/2022,Metrocity
I103967,C115871,Female,45,Clothing,3,582.08,Credit Card,10/07/2021,Cevahir AVM
I103968,C153366,Female,35,Technology,3,1826.22,Cash,29/01/2022,Mall of Istanbul
I103969,C140640,Male,66,Clothing,2,163.32,Debit Card,25/01/2023,Emaar Square Mall
I103970,C112033,Female,21,Clothing,5,212.88,Debit Card,14/07/2022,Metrocity
I103971,C138410,Female,28,Food & Beverage,2,102.08,Credit Card,10/06/2021,Cevahir AVM
I103972,C106278,Female,36,Books,5,60.83,Debit Card,10/02/2022,Mall of Istanbul
I103973,C197522,Female,51,Cosmetics,1,105.29,Debit Card,30/11/2021,Watergarden Istanbul
I103974,C153326,Male,30,Clothing,1,1094.46,Cash,31/05/2021,Istinye Park
I103975,C143916,Female,61,Technology,5,5039.93,Debit Card,25/04/2022,Forum Istanbul
I103976,C198100,Female,28,Cosmetics,1,786.98,Debit Card,16/09/2021,Mall of Istanbul
I103977,C113062,Male,45,Cosmetics,4,233.96,Cash,03/08/2022,Kanyon
I103978,C139487,Male,21,Souvenir,4,29.11,Cash,19/02/2023,Watergarden Istanbul
I103979,C183170,Female,42,Toys,1,351.42,Credit Card,14/05/2021,Metrocity
I103980,C149799,Male,54,Souvenir,3,298.22,Credit Card,02/11/2021,Istinye Park
I103981,C187966,Female,26,Clothing,1,959.58,Debit Card,28/08/2021,Watergarden Istanbul
I103982,C175776,Female,50,Books,3,199.53,Credit Card,26/01/2022,Forum Istanbul
I103983,C181307,Male,60,Toys,4,149.62,Cash,05/03/2023,Metrocity
I103984,C162988,Male,39,Food & Beverage,4,33.5,Debit Card,27/04/2021,Cevahir AVM
I103985,C182957,Female,58,Books,5,25.02,Debit Card,03/02/2022,Istinye Park
I103986,C183606,Male,63,Technology,4,823.14,Debit Card,19/05/2022,Cevahir AVM
I103987,C164149,Male,26,Clothing,2,796.89,Debit Card,21/03/2021,Forum Istanbul
I103988,C175402,Male,39,Souvenir,2,82.82,Debit Card,16/01/2022,Istinye Park
I103989,C148526,Female,61,Shoes,5,402.48,Cash,12/11/2022,Cevahir AVM
I103990,C161007,Male,44,Toys,3,579.59,Cash,24/06/2021,Metrocity
I103991,C164485,Female,37,Technology,3,6328.66,Debit Card,05/05/2021,Istinye Park
I103992,C145914,Male,69,Books,2,129.82,Credit Card,17/06/2022,Watergarden Istanbul
I103993,C131305,Male,36,Food & Beverage,3,142.51,Cash,16/05/2021,Metropol AVM
I103994,C197464,Female,24,Technology,4,2800.86,Cash,15/04/2022,Zorlu Center
I103995,C134115,Male,20,Souvenir,5,170.83,Credit Card,14/02/2023,Cevahir AVM
I103996,C115765,Male,49,Cosmetics,5,788.5,Cash,05/07/2021,Mall of Istanbul
I103997,C165350,Male,61,Clothing,5,1275.15,Cash,09/08/2022,Metropol AVM
I103998,C122550,Male,41,Technology,5,6984.79,Credit Card,04/10/2021,Forum Istanbul
I103999,C116852,Female,53,Food & Beverage,4,17.26,Debit Card,03/12/2022,Metrocity
I104000,C161262,Female,43,Food & Beverage,4,47.64,Cash,05/11/2021,Kanyon
I104001,C137996,Female,41,Souvenir,1,214.2,Cash,28/02/2022,Istinye Park
I104002,C122097,Female,39,Cosmetics,5,389.38,Cash,11/11/2021,Watergarden Istanbul
I104003,C195755,Male,43,Cosmetics,4,732.35,Credit Card,28/04/2022,Metropol AVM
I104004,C142878,Male,33,Food & Beverage,5,87.57,Credit Card,22/11/2022,Istinye Park
I104005,C111060,Male,57,Souvenir,3,38.26,Debit Card,02/08/2022,Istinye Park
I104006,C189772,Male,25,Books,4,99.15,Debit Card,11/04/2022,Mall of Istanbul
I104007,C179360,Female,60,Souvenir,1,23.43,Debit Card,09/07/2022,Metrocity
I104008,C143268,Female,40,Books,4,42.0,Credit Card,26/01/2021,Kanyon
I104009,C128914,Male,59,Toys,3,288.73,Cash,25/07/2021,Cevahir AVM
I104010,C123579,Male,54,Toys,3,52.85,Debit Card,28/07/2021,Mall of Istanbul
I104011,C100646,Female,42,Cosmetics,2,181.15,Debit Card,05/03/2023,Metrocity
I104012,C178016,Male,64,Shoes,5,2707.99,Debit Card,14/10/2022,Mall of Istanbul
I104013,C133590,Male,53,Clothing,2,1241.59,Cash,08/03/2023,Emaar Square Mall
